year,seed,variable_resource_cost_gbp,demand_mwh,unserved_mwh,scarcity_hours,emissions_t,renewable_curtailment_mwh,balance_max_mw,storage_residual_max_mwh,mean_price_gbp_per_mwh,consumer_energy_payment_gbp,fixed_cost_gbp,capacity_payment_gbp,solve_seconds,capacity_gas_mw,capacity_peaker_mw,capacity_wind_mw,capacity_solar_mw,design
2029,104,13341493188.522955,235839046.87499994,138722.95413722759,208.57142857142858,53352281.07633323,0.0,3.637978807091713e-12,2.2737367544323206e-13,254.28571428571436,61304257962.658455,1299500000.0,1904625000.0,0.16152780002448708,16500.0,7800.0,15500.0,15000.0,stylised_capacity_payment
2030,104,11704419137.054274,241735023.04687494,0.0,0.0,50312022.91963837,0.0,3.637978807091713e-12,2.2737367544323206e-13,109.99999999999994,26954545308.543793,1444750000.0,2128687500.0,0.15965759998653084,17750.0,9400.0,17250.0,17000.0,stylised_capacity_payment
2031,104,10982104448.58725,247778398.62304682,0.0,0.0,47496399.81815246,0.0,3.637978807091713e-12,2.2737367544323206e-13,103.39732555071885,26001445874.647102,1590000000.0,2352750000.0,0.17823089996818453,19000.0,11000.0,19000.0,19000.0,stylised_capacity_payment
2026,105,38359286007.12114,219000000.00000003,4307382.136466298,2294.285714285715,54489275.12116338,0.0,3.637978807091713e-12,2.2737367544323206e-13,1788.0952380952378,404198493793.14526,1040000000.0,0.0,0.17365279991645366,17000.0,3000.0,12000.0,9000.0,energy_only
2027,105,26448155348.91569,224475000.0,2230855.97340292,1564.2857142857142,56369462.36063866,0.0,3.637978807091713e-12,2.2737367544323206e-13,1301.4285714285716,308276337204.3718,1084000000.0,0.0,0.16412840003613383,17000.0,4600.0,12000.0,11000.0,energy_only
2028,105,12807225955.337568,230086874.99999997,49522.45559870923,104.28571428571429,54263898.79676504,0.0,3.637978807091713e-12,2.2737367544323206e-13,178.80952380952385,42406850488.86029,1229250000.0,0.0,0.1615062999771908,18250.0,6200.0,13750.0,13000.0,energy_only
2029,105,13341493188.522955,235839046.87499994,138722.95413722759,208.57142857142858,53352281.07633323,0.0,3.637978807091713e-12,2.2737367544323206e-13,254.28571428571436,61304257962.658455,1299500000.0,0.0,0.17607879999559373,16500.0,7800.0,15500.0,15000.0,energy_only
2030,105,11704419137.054274,241735023.04687494,0.0,0.0,50312022.91963837,0.0,3.637978807091713e-12,2.2737367544323206e-13,109.99999999999994,26954545308.543793,1444750000.0,0.0,0.16864889999851584,17750.0,9400.0,17250.0,17000.0,energy_only
2031,105,10982104448.58725,247778398.62304682,0.0,0.0,47496399.81815246,0.0,3.637978807091713e-12,2.2737367544323206e-13,103.39732555071885,26001445874.647102,1590000000.0,0.0,0.16604399995412678,19000.0,11000.0,19000.0,19000.0,energy_only
2026,105,38359286007.12114,219000000.00000003,4307382.136466298,2294.285714285715,54489275.12116338,0.0,3.637978807091713e-12,2.2737367544323206e-13,1788.0952380952378,404198493793.14526,1040000000.0,1539000000.0,0.1716652000322938,17000.0,3000.0,12000.0,9000.0,stylised_capacity_payment
2027,105,26448155348.91569,224475000.0,2230855.97340292,1564.2857142857142,56369462.36063866,0.0,3.637978807091713e-12,2.2737367544323206e-13,1301.4285714285716,308276337204.3718,1084000000.0,1659000000.0,0.16194560006260872,17000.0,4600.0,12000.0,11000.0,stylised_capacity_payment
2028,105,12807225955.337568,230086874.99999997,49522.45559870923,104.28571428571429,54263898.79676504,0.0,3.637978807091713e-12,2.2737367544323206e-13,178.80952380952385,42406850488.86029,1229250000.0,1883062500.0,0.25071579997893423,18250.0,6200.0,13750.0,13000.0,stylised_capacity_payment
2029,105,13341493188.522955,235839046.87499994,138722.95413722759,208.57142857142858,53352281.07633323,0.0,3.637978807091713e-12,2.2737367544323206e-13,254.28571428571436,61304257962.658455,1299500000.0,1904625000.0,0.16718619992025197,16500.0,7800.0,15500.0,15000.0,stylised_capacity_payment
2030,105,11704419137.054274,241735023.04687494,0.0,0.0,50312022.91963837,0.0,3.637978807091713e-12,2.2737367544323206e-13,109.99999999999994,26954545308.543793,1444750000.0,2128687500.0,0.16541299992240965,17750.0,9400.0,17250.0,17000.0,stylised_capacity_payment
2031,105,10982104448.58725,247778398.62304682,0.0,0.0,47496399.81815246,0.0,3.637978807091713e-12,2.2737367544323206e-13,103.39732555071885,26001445874.647102,1590000000.0,2352750000.0,0.1645940999733284,19000.0,11000.0,19000.0,19000.0,stylised_capacity_payment
2026,106,38359286007.12114,219000000.00000003,4307382.136466298,2294.285714285715,54489275.12116338,0.0,3.637978807091713e-12,2.2737367544323206e-13,1788.0952380952378,404198493793.14526,1040000000.0,0.0,0.2748480000300333,17000.0,3000.0,12000.0,9000.0,energy_only
2027,106,26448155348.91569,224475000.0,2230855.97340292,1564.2857142857142,56369462.36063866,0.0,3.637978807091713e-12,2.2737367544323206e-13,1301.4285714285716,308276337204.3718,1084000000.0,0.0,0.1560188999865204,17000.0,4600.0,12000.0,11000.0,energy_only
2028,106,12807225955.337568,230086874.99999997,49522.45559870923,104.28571428571429,54263898.79676504,0.0,3.637978807091713e-12,2.2737367544323206e-13,178.80952380952385,42406850488.86029,1229250000.0,0.0,0.15602250001393259,18250.0,6200.0,13750.0,13000.0,energy_only
2029,106,13341493188.522955,235839046.87499994,138722.95413722759,208.57142857142858,53352281.07633323,0.0,3.637978807091713e-12,2.2737367544323206e-13,254.28571428571436,61304257962.658455,1299500000.0,0.0,0.15372059994842857,16500.0,7800.0,15500.0,15000.0,energy_only
2030,106,11704419137.054274,241735023.04687494,0.0,0.0,50312022.91963837,0.0,3.637978807091713e-12,2.2737367544323206e-13,109.99999999999994,26954545308.543793,1444750000.0,0.0,0.1577821000246331,17750.0,9400.0,17250.0,17000.0,energy_only
2031,106,10982104448.58725,247778398.62304682,0.0,0.0,47496399.81815246,0.0,3.637978807091713e-12,2.2737367544323206e-13,103.39732555071885,26001445874.647102,1590000000.0,0.0,0.16425099992193282,19000.0,11000.0,19000.0,19000.0,energy_only
2026,106,38359286007.12114,219000000.00000003,4307382.136466298,2294.285714285715,54489275.12116338,0.0,3.637978807091713e-12,2.2737367544323206e-13,1788.0952380952378,404198493793.14526,1040000000.0,1539000000.0,0.16315739997662604,17000.0,3000.0,12000.0,9000.0,stylised_capacity_payment
2027,106,26448155348.91569,224475000.0,2230855.97340292,1564.2857142857142,56369462.36063866,0.0,3.637978807091713e-12,2.2737367544323206e-13,1301.4285714285716,308276337204.3718,1084000000.0,1659000000.0,0.16241140000056475,17000.0,4600.0,12000.0,11000.0,stylised_capacity_payment
2028,106,12807225955.337568,230086874.99999997,49522.45559870923,104.28571428571429,54263898.79676504,0.0,3.637978807091713e-12,2.2737367544323206e-13,178.80952380952385,42406850488.86029,1229250000.0,1883062500.0,0.15526749996934086,18250.0,6200.0,13750.0,13000.0,stylised_capacity_payment
2029,106,13341493188.522955,235839046.87499994,138722.95413722759,208.57142857142858,53352281.07633323,0.0,3.637978807091713e-12,2.2737367544323206e-13,254.28571428571436,61304257962.658455,1299500000.0,1904625000.0,0.17307419993449003,16500.0,7800.0,15500.0,15000.0,stylised_capacity_payment
2030,106,11704419137.054274,241735023.04687494,0.0,0.0,50312022.91963837,0.0,3.637978807091713e-12,2.2737367544323206e-13,109.99999999999994,26954545308.543793,1444750000.0,2128687500.0,0.1674697999842465,17750.0,9400.0,17250.0,17000.0,stylised_capacity_payment
2031,106,10982104448.58725,247778398.62304682,0.0,0.0,47496399.81815246,0.0,3.637978807091713e-12,2.2737367544323206e-13,103.39732555071885,26001445874.647102,1590000000.0,2352750000.0,0.161286799935624,19000.0,11000.0,19000.0,19000.0,stylised_capacity_payment
2026,107,38359286007.12114,219000000.00000003,4307382.136466298,2294.285714285715,54489275.12116338,0.0,3.637978807091713e-12,2.2737367544323206e-13,1788.0952380952378,404198493793.14526,1040000000.0,0.0,0.1801019998965785,17000.0,3000.0,12000.0,9000.0,energy_only
2027,107,26448155348.91569,224475000.0,2230855.97340292,1564.2857142857142,56369462.36063866,0.0,3.637978807091713e-12,2.2737367544323206e-13,1301.4285714285716,308276337204.3718,1084000000.0,0.0,0.16121659998316318,17000.0,4600.0,12000.0,11000.0,energy_only
2028,107,12807225955.337568,230086874.99999997,49522.45559870923,104.28571428571429,54263898.79676504,0.0,3.637978807091713e-12,2.2737367544323206e-13,178.80952380952385,42406850488.86029,1229250000.0,0.0,0.17638259998057038,18250.0,6200.0,13750.0,13000.0,energy_only
