year,investor,technology,requested_mw,accepted_mw,score_gbp_per_mw,expected_energy_margin_gbp_per_mw,commission_year,design,seed
2027,wind-a,wind,1250.0,1250.0,26813279.149998244,2466879.3460268825,2029,stylised_capacity_payment,105
2027,wind-b,wind,500.0,500.0,27064532.793978967,4347776.217590652,2029,stylised_capacity_payment,105
2028,gas-a,gas,1250.0,1250.0,61059534.60305428,6548503.560371449,2030,stylised_capacity_payment,105
2028,peaker-a,peaker,1600.0,1600.0,33357264.977985963,4452828.021477571,2029,stylised_capacity_payment,105
2028,solar-a,solar,2000.0,2000.0,3769748.205086111,408373.22586477874,2029,stylised_capacity_payment,105
2028,wind-a,wind,1250.0,1250.0,19329866.26765853,1820497.0536709828,2030,stylised_capacity_payment,105
2028,wind-b,wind,500.0,500.0,8241687.12955169,1496470.8651178135,2030,stylised_capacity_payment,105
2029,gas-a,gas,1250.0,1250.0,40473007.34955634,4356079.984508318,2031,stylised_capacity_payment,105
2029,peaker-a,peaker,1600.0,1600.0,20329967.876076616,2713985.4880789956,2030,stylised_capacity_payment,105
2029,solar-a,solar,2000.0,2000.0,2372501.271705853,279172.2753924199,2030,stylised_capacity_payment,105
2029,wind-a,wind,1250.0,1250.0,15696040.437391985,1506624.1313666617,2031,stylised_capacity_payment,105
2029,wind-b,wind,500.0,500.0,3938897.2457432644,844679.5236282033,2031,stylised_capacity_payment,105
2030,gas-a,gas,0.0,0.0,24857769.095044635,2693088.647001683,2032,stylised_capacity_payment,105
2030,peaker-a,peaker,1600.0,1600.0,8130164.407603042,1085594.1952315983,2031,stylised_capacity_payment,105
2030,solar-a,solar,2000.0,2000.0,1978200.92794256,242712.02060943024,2031,stylised_capacity_payment,105
2030,wind-a,wind,0.0,0.0,13342299.541283026,1303318.9736853095,2032,stylised_capacity_payment,105
2030,wind-b,wind,0.0,0.0,2266992.4338315725,591417.5448595986,2032,stylised_capacity_payment,105
2031,gas-a,gas,0.0,0.0,15554299.330780035,1702287.906432981,2033,stylised_capacity_payment,105
2031,peaker-a,peaker,0.0,0.0,3250243.0202136114,434237.67809263937,2032,stylised_capacity_payment,105
2031,solar-a,solar,0.0,0.0,1734214.3828739338,220151.01670078575,2032,stylised_capacity_payment,105
2031,wind-a,wind,0.0,0.0,10518765.600431755,1059435.2845280282,2033,stylised_capacity_payment,105
2031,wind-b,wind,0.0,0.0,2129587.639985683,570603.315644054,2033,stylised_capacity_payment,105
2026,gas-a,gas,1250.0,1250.0,48809910.860542305,5314996.002762939,2028,energy_only,106
2026,peaker-a,peaker,1600.0,1600.0,55700108.72342842,7511784.888172222,2027,energy_only,106
2026,solar-a,solar,2000.0,2000.0,3459589.0158473514,386158.87193232146,2027,energy_only,106
2026,wind-a,wind,1250.0,1250.0,33227223.406480215,3032604.6778809573,2028,energy_only,106
2026,wind-b,wind,500.0,500.0,11574607.234828433,2015407.7664151513,2028,energy_only,106
2027,gas-a,gas,1250.0,1250.0,72210868.73664899,7807150.75589834,2029,energy_only,106
2027,peaker-a,peaker,1600.0,1600.0,52349558.629572034,7064564.028165417,2028,energy_only,106
2027,solar-a,solar,2000.0,2000.0,3536082.415024365,393232.081142824,2028,energy_only,106
2027,wind-a,wind,1250.0,1250.0,32139866.34821334,2938683.848042665,2029,energy_only,106
2027,wind-b,wind,500.0,500.0,20824743.69286403,3416628.6053952156,2029,energy_only,106
2028,gas-a,gas,1250.0,1250.0,46708676.39555138,5091218.775903101,2030,energy_only,106
2028,peaker-a,peaker,1600.0,1600.0,23131697.76845935,3164656.1038441104,2029,energy_only,106
2028,solar-a,solar,2000.0,2000.0,2160130.26283045,266000.2213899707,2029,energy_only,106
2028,wind-a,wind,1250.0,1250.0,23611522.21193133,2202045.2688966165,2030,energy_only,106
2028,wind-b,wind,500.0,500.0,8157271.261126511,1497745.9565736721,2030,energy_only,106
2029,gas-a,gas,1250.0,1250.0,34682958.32126642,3810504.0881810193,2031,energy_only,106
2029,peaker-a,peaker,1600.0,1600.0,12348111.696921,1725297.0428607622,2030,energy_only,106
2029,solar-a,solar,2000.0,2000.0,1995479.761337366,250775.2809872082,2030,energy_only,106
2029,wind-a,wind,1250.0,1250.0,19059057.51637144,1808824.607140843,2031,energy_only,106
2029,wind-b,wind,500.0,500.0,4173777.2705659047,894321.9079828534,2031,energy_only,106
2030,gas-a,gas,0.0,0.0,21121856.170727298,2366274.0972058116,2032,energy_only,106
2030,peaker-a,peaker,1600.0,1600.0,4592622.605290574,690118.817144305,2031,energy_only,106
2030,solar-a,solar,2000.0,2000.0,1854541.7751575103,237742.99489870344,2031,energy_only,106
2030,wind-a,wind,0.0,0.0,14948156.671181833,1453744.1707490082,2032,energy_only,106
2030,wind-b,wind,0.0,0.0,2630945.5899115484,660612.0690222052,2032,energy_only,106
2031,gas-a,gas,0.0,0.0,13002279.531678192,1501555.583477176,2033,energy_only,106
2031,peaker-a,peaker,0.0,0.0,1490426.9686384026,276047.526857722,2032,energy_only,106
2031,solar-a,solar,0.0,0.0,1081639.9373705343,166274.13017747132,2032,energy_only,106
2031,wind-a,wind,0.0,0.0,10816694.920901043,1096887.7792983374,2033,energy_only,106
2031,wind-b,wind,0.0,0.0,1812452.6286713183,536625.8555159159,2033,energy_only,106
2026,gas-a,gas,1250.0,1250.0,49477084.37232909,5314996.002762939,2028,stylised_capacity_payment,106
2026,peaker-a,peaker,1600.0,1600.0,56274774.27451212,7511784.888172222,2027,stylised_capacity_payment,106
2026,solar-a,solar,2000.0,2000.0,3529510.5149168735,386158.87193232146,2027,stylised_capacity_payment,106
2026,wind-a,wind,1250.0,1250.0,33362895.81853731,3032604.6778809573,2028,stylised_capacity_payment,106
2026,wind-b,wind,500.0,500.0,11667440.598651232,2015407.7664151513,2028,stylised_capacity_payment,106
2027,gas-a,gas,1250.0,1250.0,72878042.24843578,7807150.75589834,2029,stylised_capacity_payment,106
2027,peaker-a,peaker,1600.0,1600.0,52924224.18065573,7064564.028165417,2028,stylised_capacity_payment,106
2027,solar-a,solar,2000.0,2000.0,3606003.9140938874,393232.081142824,2028,stylised_capacity_payment,106
2027,wind-a,wind,1250.0,1250.0,32275538.76027043,2938683.848042665,2029,stylised_capacity_payment,106
2027,wind-b,wind,500.0,500.0,20917577.05668683,3416628.6053952156,2029,stylised_capacity_payment,106
2028,gas-a,gas,1250.0,1250.0,47375849.90733817,5091218.775903101,2030,stylised_capacity_payment,106
2028,peaker-a,peaker,1600.0,1600.0,23706363.319543052,3164656.1038441104,2029,stylised_capacity_payment,106
2028,solar-a,solar,2000.0,2000.0,2230051.7618999723,266000.2213899707,2029,stylised_capacity_payment,106
2028,wind-a,wind,1250.0,1250.0,23747194.623988423,2202045.2688966165,2030,stylised_capacity_payment,106
2028,wind-b,wind,500.0,500.0,8250104.624949312,1497745.9565736721,2030,stylised_capacity_payment,106
2029,gas-a,gas,1250.0,1250.0,35350131.8330532,3810504.0881810193,2031,stylised_capacity_payment,106
2029,peaker-a,peaker,1600.0,1600.0,12922777.248004703,1725297.0428607622,2030,stylised_capacity_payment,106
2029,solar-a,solar,2000.0,2000.0,2065401.260406888,250775.2809872082,2030,stylised_capacity_payment,106
2029,wind-a,wind,1250.0,1250.0,19194729.928428534,1808824.607140843,2031,stylised_capacity_payment,106
2029,wind-b,wind,500.0,500.0,4266610.634388705,894321.9079828534,2031,stylised_capacity_payment,106
2030,gas-a,gas,0.0,0.0,21789029.682514083,2366274.0972058116,2032,stylised_capacity_payment,106
2030,peaker-a,peaker,1600.0,1600.0,5167288.156374277,690118.817144305,2031,stylised_capacity_payment,106
2030,solar-a,solar,2000.0,2000.0,1924463.2742270324,237742.99489870344,2031,stylised_capacity_payment,106
2030,wind-a,wind,0.0,0.0,15083829.083238926,1453744.1707490082,2032,stylised_capacity_payment,106
2030,wind-b,wind,0.0,0.0,2723778.9537343485,660612.0690222052,2032,stylised_capacity_payment,106
2031,gas-a,gas,0.0,0.0,13669453.043464977,1501555.583477176,2033,stylised_capacity_payment,106
2031,peaker-a,peaker,0.0,0.0,2065092.5197221055,276047.526857722,2032,stylised_capacity_payment,106
2031,solar-a,solar,0.0,0.0,1151561.4364400567,166274.13017747132,2032,stylised_capacity_payment,106
2031,wind-a,wind,0.0,0.0,10952367.332958138,1096887.7792983374,2033,stylised_capacity_payment,106
2031,wind-b,wind,0.0,0.0,1905285.9924941184,536625.8555159159,2033,stylised_capacity_payment,106
2026,gas-a,gas,1250.0,1250.0,43548477.817304775,4754664.009669774,2028,energy_only,107
2026,peaker-a,peaker,1600.0,1600.0,70521754.54724298,9490131.430191347,2027,energy_only,107
2026,solar-a,solar,2000.0,2000.0,3432831.502948561,383684.65208169236,2027,energy_only,107
2026,wind-a,wind,1250.0,1250.0,29979700.444247827,2752098.7950958433,2028,energy_only,107
2026,wind-b,wind,500.0,500.0,37164561.74463003,5891802.205606015,2028,energy_only,107
2027,gas-a,gas,1250.0,1250.0,69693498.74655539,7539055.936044068,2029,energy_only,107
2027,peaker-a,peaker,1600.0,1600.0,60806672.53828524,8193392.921774657,2028,energy_only,107
2027,solar-a,solar,2000.0,2000.0,4456758.6804919075,478365.3855960145,2028,energy_only,107
2027,wind-a,wind,1250.0,1250.0,34941838.94822594,3180705.1691685817,2029,energy_only,107
2027,wind-b,wind,500.0,500.0,29869646.518464502,4786760.428128622,2029,energy_only,107
2028,gas-a,gas,1250.0,1250.0,45189528.552734286,4929432.598720259,2030,energy_only,107
2028,peaker-a,peaker,1600.0,1600.0,26690434.126542185,3639665.009849595,2029,energy_only,107
2028,solar-a,solar,2000.0,2000.0,2835882.1450068834,328485.8016942789,2029,energy_only,107
2028,wind-a,wind,1250.0,1250.0,24336745.305419385,2264686.6563235368,2030,energy_only,107
2028,wind-b,wind,500.0,500.0,9382466.622401793,1683339.896709471,2030,energy_only,107
2029,gas-a,gas,1250.0,1250.0,30396786.267144524,3354035.420787598,2031,energy_only,107
2029,peaker-a,peaker,1600.0,1600.0,16282460.014239432,2250441.4486297625,2030,energy_only,107
2029,solar-a,solar,2000.0,2000.0,1503851.8226648504,205315.31579580926,2030,energy_only,107
2029,wind-a,wind,1250.0,1250.0,17358018.70923348,1661896.810848998,2031,energy_only,107
2029,wind-b,wind,500.0,500.0,4079885.371598944,880099.0599156091,2031,energy_only,107
2030,gas-a,gas,0.0,0.0,19107152.630805563,2151712.239107633,2032,energy_only,107
2030,peaker-a,peaker,1600.0,1600.0,6166361.932217946,900176.5794519051,2031,energy_only,107
2030,solar-a,solar,2000.0,2000.0,1908168.2842463083,242701.7432625488,2031,energy_only,107
2030,wind-a,wind,0.0,0.0,12626288.470799612,1253192.0278286121,2032,energy_only,107
2030,wind-b,wind,0.0,0.0,1518177.438684064,492048.72625132493,2032,energy_only,107
2031,gas-a,gas,0.0,0.0,11761689.706639074,1369435.27261078,2033,energy_only,107
2031,peaker-a,peaker,0.0,0.0,2119922.6994093517,360070.63178076205,2032,energy_only,107
2031,solar-a,solar,0.0,0.0,1540830.5255923523,208734.6709944712,2032,energy_only,107
2031,wind-a,wind,0.0,0.0,10546766.140948076,1073572.5905867026,2033,energy_only,107
2031,wind-b,wind,0.0,0.0,593328.453953078,351951.58539359755,2033,energy_only,107
2026,gas-a,gas,1250.0,1250.0,44215651.329091564,4754664.009669774,2028,stylised_capacity_payment,107
2026,peaker-a,peaker,1600.0,1600.0,71096420.09832668,9490131.430191347,2027,stylised_capacity_payment,107
2026,solar-a,solar,2000.0,2000.0,3502753.0020180834,383684.65208169236,2027,stylised_capacity_payment,107
2026,wind-a,wind,1250.0,1250.0,30115372.85630492,2752098.7950958433,2028,stylised_capacity_payment,107
2026,wind-b,wind,500.0,500.0,37257395.10845283,5891802.205606015,2028,stylised_capacity_payment,107
2027,gas-a,gas,1250.0,1250.0,70360672.25834216,7539055.936044068,2029,stylised_capacity_payment,107
2027,peaker-a,peaker,1600.0,1600.0,61381338.08936895,8193392.921774657,2028,stylised_capacity_payment,107
2027,solar-a,solar,2000.0,2000.0,4526680.17956143,478365.3855960145,2028,stylised_capacity_payment,107
2027,wind-a,wind,1250.0,1250.0,35077511.36028303,3180705.1691685817,2029,stylised_capacity_payment,107
2027,wind-b,wind,500.0,500.0,29962479.8822873,4786760.428128622,2029,stylised_capacity_payment,107
2028,gas-a,gas,1250.0,1250.0,45856702.06452107,4929432.598720259,2030,stylised_capacity_payment,107
2028,peaker-a,peaker,1600.0,1600.0,27265099.677625887,3639665.009849595,2029,stylised_capacity_payment,107
2028,solar-a,solar,2000.0,2000.0,2905803.6440764056,328485.8016942789,2029,stylised_capacity_payment,107
2028,wind-a,wind,1250.0,1250.0,24472417.71747648,2264686.6563235368,2030,stylised_capacity_payment,107
2028,wind-b,wind,500.0,500.0,9475299.986224592,1683339.896709471,2030,stylised_capacity_payment,107
2029,gas-a,gas,1250.0,1250.0,31063959.778931312,3354035.420787598,2031,stylised_capacity_payment,107
2029,peaker-a,peaker,1600.0,1600.0,16857125.565323137,2250441.4486297625,2030,stylised_capacity_payment,107
2029,solar-a,solar,2000.0,2000.0,1573773.3217343725,205315.31579580926,2030,stylised_capacity_payment,107
2029,wind-a,wind,1250.0,1250.0,17493691.121290576,1661896.810848998,2031,stylised_capacity_payment,107
2029,wind-b,wind,500.0,500.0,4172718.735421744,880099.0599156091,2031,stylised_capacity_payment,107
2030,gas-a,gas,0.0,0.0,19774326.14259235,2151712.239107633,2032,stylised_capacity_payment,107
2030,peaker-a,peaker,1600.0,1600.0,6741027.483301649,900176.5794519051,2031,stylised_capacity_payment,107
2030,solar-a,solar,2000.0,2000.0,1978089.7833158309,242701.7432625488,2031,stylised_capacity_payment,107
2030,wind-a,wind,0.0,0.0,12761960.882856706,1253192.0278286121,2032,stylised_capacity_payment,107
2030,wind-b,wind,0.0,0.0,1611010.802506864,492048.72625132493,2032,stylised_capacity_payment,107
2031,gas-a,gas,0.0,0.0,12428863.218425859,1369435.27261078,2033,stylised_capacity_payment,107
2031,peaker-a,peaker,0.0,0.0,2694588.2504930543,360070.63178076205,2032,stylised_capacity_payment,107
2031,solar-a,solar,0.0,0.0,1610752.0246618749,208734.6709944712,2032,stylised_capacity_payment,107
2031,wind-a,wind,0.0,0.0,10682438.55300517,1073572.5905867026,2033,stylised_capacity_payment,107
2031,wind-b,wind,0.0,0.0,686161.8177758781,351951.58539359755,2033,stylised_capacity_payment,107
2026,gas-a,gas,1250.0,1250.0,46956747.0339247,5117637.797885386,2028,energy_only,108
2026,peaker-a,peaker,1600.0,1600.0,60467823.41633524,8148164.4095942555,2027,energy_only,108
2026,solar-a,solar,2000.0,2000.0,3966501.1789819812,433032.14230304246,2027,energy_only,108
2026,wind-a,wind,1250.0,1250.0,33109557.940319963,3022441.28385959,2028,energy_only,108
2026,wind-b,wind,500.0,500.0,29142216.3550574,4676568.507339902,2028,energy_only,108
2027,gas-a,gas,1250.0,1250.0,75004072.31932127,8104621.296287591,2029,energy_only,108
2027,peaker-a,peaker,1600.0,1600.0,91627910.83949463,12307314.610280652,2028,energy_only,108
2027,solar-a,solar,2000.0,2000.0,3916726.5769626647,428429.5729671261,2028,energy_only,108
2027,wind-a,wind,1250.0,1250.0,44084909.129420444,3970440.9161882787,2029,energy_only,108
2027,wind-b,wind,500.0,500.0,28471968.64528569,4575038.647486328,2029,energy_only,108
2028,gas-a,gas,1250.0,1250.0,47115088.67411375,5134500.862778097,2030,energy_only,108
2028,peaker-a,peaker,1600.0,1600.0,39271163.27789583,5318901.061534854,2029,energy_only,108
2028,solar-a,solar,2000.0,2000.0,2596019.979341574,306306.1718479328,2029,energy_only,108
2028,wind-a,wind,1250.0,1250.0,32866551.304284982,3001451.504339517,2030,energy_only,108
2028,wind-b,wind,500.0,500.0,10134635.865245366,1797279.3204459394,2030,energy_only,108
2029,gas-a,gas,1250.0,1250.0,35277410.16058709,3873812.0085113114,2031,energy_only,108
2029,peaker-a,peaker,1600.0,1600.0,19771373.22744728,2716130.581456321,2030,energy_only,108
2029,solar-a,solar,2000.0,2000.0,1954502.2049150183,246986.15888479372,2030,energy_only,108
2029,wind-a,wind,1250.0,1250.0,24326612.16936768,2263811.4033055836,2031,energy_only,108
2029,wind-b,wind,500.0,500.0,4586720.62490432,956875.0212306761,2031,energy_only,108
2030,gas-a,gas,0.0,0.0,21816464.683122236,2440248.500941688,2032,energy_only,108
2030,peaker-a,peaker,1600.0,1600.0,7561927.217501086,1086452.2325825284,2031,energy_only,108
2030,solar-a,solar,2000.0,2000.0,1438732.4047601633,199293.8384989236,2031,energy_only,108
2030,wind-a,wind,0.0,0.0,17715164.170235444,1692745.3695770279,2032,energy_only,108
2030,wind-b,wind,0.0,0.0,2091012.948403114,578822.4789594616,2032,energy_only,108
2031,gas-a,gas,0.0,0.0,13381332.923596269,1541924.0041786751,2033,energy_only,108
2031,peaker-a,peaker,0.0,0.0,2678148.813522607,434580.89303301135,2032,energy_only,108
2031,solar-a,solar,0.0,0.0,1169156.3399428888,174366.61699861972,2032,energy_only,108
2031,wind-a,wind,0.0,0.0,12856465.449595626,1273073.641410677,2033,energy_only,108
2031,wind-b,wind,0.0,0.0,446394.1582315392,329693.81675851706,2033,energy_only,108
2026,gas-a,gas,1250.0,1250.0,47623920.54571149,5117637.797885386,2028,stylised_capacity_payment,108
2026,peaker-a,peaker,1600.0,1600.0,61042488.96741895,8148164.4095942555,2027,stylised_capacity_payment,108
2026,solar-a,solar,2000.0,2000.0,4036422.6780515043,433032.14230304246,2027,stylised_capacity_payment,108
2026,wind-a,wind,1250.0,1250.0,33245230.352377057,3022441.28385959,2028,stylised_capacity_payment,108
2026,wind-b,wind,500.0,500.0,29235049.7188802,4676568.507339902,2028,stylised_capacity_payment,108
2027,gas-a,gas,1250.0,1250.0,75671245.83110806,8104621.296287591,2029,stylised_capacity_payment,108
2027,peaker-a,peaker,1600.0,1600.0,92202576.39057834,12307314.610280652,2028,stylised_capacity_payment,108
2027,solar-a,solar,2000.0,2000.0,3986648.076032187,428429.5729671261,2028,stylised_capacity_payment,108
2027,wind-a,wind,1250.0,1250.0,44220581.54147754,3970440.9161882787,2029,stylised_capacity_payment,108
2027,wind-b,wind,500.0,500.0,28564802.009108488,4575038.647486328,2029,stylised_capacity_payment,108
2028,gas-a,gas,1250.0,1250.0,47782262.18590054,5134500.862778097,2030,stylised_capacity_payment,108
2028,peaker-a,peaker,1600.0,1600.0,39845828.82897953,5318901.061534854,2029,stylised_capacity_payment,108
2028,solar-a,solar,2000.0,2000.0,2665941.478411096,306306.1718479328,2029,stylised_capacity_payment,108
2028,wind-a,wind,1250.0,1250.0,33002223.716342077,3001451.504339517,2030,stylised_capacity_payment,108
2028,wind-b,wind,500.0,500.0,10227469.229068166,1797279.3204459394,2030,stylised_capacity_payment,108
2029,gas-a,gas,1250.0,1250.0,35944583.672373876,3873812.0085113114,2031,stylised_capacity_payment,108
2029,peaker-a,peaker,1600.0,1600.0,20346038.77853098,2716130.581456321,2030,stylised_capacity_payment,108
2029,solar-a,solar,2000.0,2000.0,2024423.7039845404,246986.15888479372,2030,stylised_capacity_payment,108
2029,wind-a,wind,1250.0,1250.0,24462284.581424773,2263811.4033055836,2031,stylised_capacity_payment,108
2029,wind-b,wind,500.0,500.0,4679553.98872712,956875.0212306761,2031,stylised_capacity_payment,108
2030,gas-a,gas,0.0,0.0,22483638.19490902,2440248.500941688,2032,stylised_capacity_payment,108
2030,peaker-a,peaker,1600.0,1600.0,8136592.768584788,1086452.2325825284,2031,stylised_capacity_payment,108
2030,solar-a,solar,2000.0,2000.0,1508653.9038296854,199293.8384989236,2031,stylised_capacity_payment,108
2030,wind-a,wind,0.0,0.0,17850836.582292534,1692745.3695770279,2032,stylised_capacity_payment,108
2030,wind-b,wind,0.0,0.0,2183846.312225914,578822.4789594616,2032,stylised_capacity_payment,108
2031,gas-a,gas,0.0,0.0,14048506.435383053,1541924.0041786751,2033,stylised_capacity_payment,108
2031,peaker-a,peaker,0.0,0.0,3252814.36460631,434580.89303301135,2032,stylised_capacity_payment,108
2031,solar-a,solar,0.0,0.0,1239077.8390124112,174366.61699861972,2032,stylised_capacity_payment,108
2031,wind-a,wind,0.0,0.0,12992137.86165272,1273073.641410677,2033,stylised_capacity_payment,108
2031,wind-b,wind,0.0,0.0,539227.5220543395,329693.81675851706,2033,stylised_capacity_payment,108
2026,gas-a,gas,1250.0,1250.0,55048610.22321855,5979404.885185284,2028,energy_only,109
2026,peaker-a,peaker,1600.0,1600.0,57791788.14941589,7790975.661491476,2027,energy_only,109
2026,solar-a,solar,2000.0,2000.0,1895936.964585892,241570.73478587682,2027,energy_only,109
2026,wind-a,wind,1250.0,1250.0,19108304.001254156,1813078.2887550276,2028,energy_only,109
2026,wind-b,wind,500.0,500.0,46739684.12301446,7342252.269044959,2028,energy_only,109
2027,gas-a,gas,1250.0,1250.0,83143889.12202044,8971495.346567841,2029,energy_only,109
2027,peaker-a,peaker,1600.0,1600.0,52853881.98474555,7131879.519145772,2028,energy_only,109
2027,solar-a,solar,2000.0,2000.0,2899121.0454194546,334333.3908676291,2028,energy_only,109
2027,wind-a,wind,1250.0,1250.0,30603018.38190312,2805938.0905807945,2029,energy_only,109
2027,wind-b,wind,500.0,500.0,34822482.02307215,5537021.39482688,2029,energy_only,109
2028,gas-a,gas,1250.0,1250.0,52336514.98943365,5690572.220145786,2030,energy_only,109
2028,peaker-a,peaker,1600.0,1600.0,22476284.026009794,3077173.5444590026,2029,energy_only,109
2028,solar-a,solar,2000.0,2000.0,2275893.5248007746,276704.6452960321,2029,energy_only,109
2028,wind-a,wind,1250.0,1250.0,22219706.10214782,2081826.6865833476,2030,energy_only,109
2028,wind-b,wind,500.0,500.0,11100118.216642624,1943531.6483529601,2030,energy_only,109
2029,gas-a,gas,1250.0,1250.0,38470503.39439995,4213869.989128264,2031,energy_only,109
2029,peaker-a,peaker,1600.0,1600.0,14635460.519750295,2030605.1501942321,2030,energy_only,109
2029,solar-a,solar,2000.0,2000.0,1612257.8165509552,215339.42614622627,2030,energy_only,109
2029,wind-a,wind,1250.0,1250.0,17180182.019036155,1646536.1072125586,2031,energy_only,109
2029,wind-b,wind,500.0,500.0,4258659.199739735,907179.9159215231,2031,energy_only,109
2030,gas-a,gas,0.0,0.0,23842818.86636286,2656051.129023642,2032,energy_only,109
2030,peaker-a,peaker,1600.0,1600.0,5507562.134422291,812242.0600776928,2031,energy_only,109
2030,solar-a,solar,2000.0,2000.0,1260221.536372776,182787.2545055703,2031,energy_only,109
2030,wind-a,wind,0.0,0.0,12435457.3707655,1236708.927693386,2032,energy_only,109
2030,wind-b,wind,0.0,0.0,2248306.0448740674,602649.410119092,2032,energy_only,109
2031,gas-a,gas,0.0,0.0,14815833.638305988,1694695.4331717666,2033,energy_only,109
2031,peaker-a,peaker,0.0,0.0,1856402.7802910893,324896.82403107715,2032,energy_only,109
2031,solar-a,solar,0.0,0.0,1373878.7365990619,193296.93461038749,2032,energy_only,109
2031,wind-a,wind,0.0,0.0,9668550.147317983,997716.3902044042,2033,energy_only,109
2031,wind-b,wind,0.0,0.0,1264491.2917629043,453620.0698483494,2033,energy_only,109
2026,gas-a,gas,1250.0,1250.0,55715783.735005334,5979404.885185284,2028,stylised_capacity_payment,109
2026,peaker-a,peaker,1600.0,1600.0,58366453.700499594,7790975.661491476,2027,stylised_capacity_payment,109
2026,solar-a,solar,2000.0,2000.0,1965858.463655414,241570.73478587682,2027,stylised_capacity_payment,109
2026,wind-a,wind,1250.0,1250.0,19243976.41331125,1813078.2887550276,2028,stylised_capacity_payment,109
2026,wind-b,wind,500.0,500.0,46832517.48683725,7342252.269044959,2028,stylised_capacity_payment,109
2027,gas-a,gas,1250.0,1250.0,83811062.63380723,8971495.346567841,2029,stylised_capacity_payment,109
2027,peaker-a,peaker,1600.0,1600.0,53428547.53582925,7131879.519145772,2028,stylised_capacity_payment,109
2027,solar-a,solar,2000.0,2000.0,2969042.544488977,334333.3908676291,2028,stylised_capacity_payment,109
2027,wind-a,wind,1250.0,1250.0,30738690.79396021,2805938.0905807945,2029,stylised_capacity_payment,109
2027,wind-b,wind,500.0,500.0,34915315.386894956,5537021.39482688,2029,stylised_capacity_payment,109
2028,gas-a,gas,1250.0,1250.0,53003688.501220435,5690572.220145786,2030,stylised_capacity_payment,109
2028,peaker-a,peaker,1600.0,1600.0,23050949.577093497,3077173.5444590026,2029,stylised_capacity_payment,109
2028,solar-a,solar,2000.0,2000.0,2345815.0238702972,276704.6452960321,2029,stylised_capacity_payment,109
2028,wind-a,wind,1250.0,1250.0,22355378.514204916,2081826.6865833476,2030,stylised_capacity_payment,109
2028,wind-b,wind,500.0,500.0,11192951.580465423,1943531.6483529601,2030,stylised_capacity_payment,109
2029,gas-a,gas,1250.0,1250.0,39137676.90618674,4213869.989128264,2031,stylised_capacity_payment,109
2029,peaker-a,peaker,1600.0,1600.0,15210126.070834,2030605.1501942321,2030,stylised_capacity_payment,109
2029,solar-a,solar,2000.0,2000.0,1682179.3156204773,215339.42614622627,2030,stylised_capacity_payment,109
2029,wind-a,wind,1250.0,1250.0,17315854.43109325,1646536.1072125586,2031,stylised_capacity_payment,109
2029,wind-b,wind,500.0,500.0,4351492.563562535,907179.9159215231,2031,stylised_capacity_payment,109
2030,gas-a,gas,0.0,0.0,24509992.378149644,2656051.129023642,2032,stylised_capacity_payment,109
2030,peaker-a,peaker,1600.0,1600.0,6082227.685505994,812242.0600776928,2031,stylised_capacity_payment,109
2030,solar-a,solar,2000.0,2000.0,1330143.0354422983,182787.2545055703,2031,stylised_capacity_payment,109
2030,wind-a,wind,0.0,0.0,12571129.782822594,1236708.927693386,2032,stylised_capacity_payment,109
2030,wind-b,wind,0.0,0.0,2341139.4086968675,602649.410119092,2032,stylised_capacity_payment,109
2031,gas-a,gas,0.0,0.0,15483007.150092773,1694695.4331717666,2033,stylised_capacity_payment,109
2031,peaker-a,peaker,0.0,0.0,2431068.331374792,324896.82403107715,2032,stylised_capacity_payment,109
2031,solar-a,solar,0.0,0.0,1443800.235668584,193296.93461038749,2032,stylised_capacity_payment,109
2031,wind-a,wind,0.0,0.0,9804222.559375077,997716.3902044042,2033,stylised_capacity_payment,109
2031,wind-b,wind,0.0,0.0,1357324.6555857044,453620.0698483494,2033,stylised_capacity_payment,109
2026,gas-a,gas,1250.0,1250.0,76152252.27023178,8226900.142190648,2028,energy_only,110
2026,peaker-a,peaker,1600.0,1600.0,61295791.45586987,8258678.97237539,2027,energy_only,110
2026,solar-a,solar,2000.0,2000.0,3254702.0353159904,367213.3355409674,2027,energy_only,110
2026,wind-a,wind,1250.0,1250.0,15849680.1675147,1531613.56447811,2028,energy_only,110
2026,wind-b,wind,500.0,500.0,35586264.64276195,5652720.025654149,2028,energy_only,110
2027,gas-a,gas,1250.0,1250.0,90031217.55151407,9704981.914632328,2029,energy_only,110
2027,peaker-a,peaker,1600.0,1600.0,82776955.63200757,11125917.022155603,2028,energy_only,110
2027,solar-a,solar,2000.0,2000.0,3721553.0230349675,410382.219938752,2028,energy_only,110
2027,wind-a,wind,1250.0,1250.0,29899920.005854383,2745207.733027678,2029,energy_only,110
2027,wind-b,wind,500.0,500.0,31939341.891482055,5100280.158369303,2029,energy_only,110
2028,gas-a,gas,1250.0,1250.0,56802034.98431613,6166141.081018377,2030,energy_only,110
2028,peaker-a,peaker,1600.0,1600.0,36089823.45373771,4894265.854694435,2029,energy_only,110
2028,solar-a,solar,2000.0,2000.0,2549116.672061563,301969.1060536897,2029,energy_only,110
2028,wind-a,wind,1250.0,1250.0,22777109.451916717,2129972.587478479,2030,energy_only,110
2028,wind-b,wind,500.0,500.0,9794988.546988865,1745829.1713152993,2030,energy_only,110
2029,gas-a,gas,1250.0,1250.0,37791522.63477435,4141559.9095004485,2031,energy_only,110
